timestamp,cpu_usage_avg,memory_usage_avg,network_latency_avg,pods_per_node_avg,cpu_imbalance,memory_imbalance
2025-11-29 17:45:18.681818,0.027511889568293632,0.17231311257032936,0.08212857142857143,12.25,0.013215696298188952,8.397507953683279e-05
2025-11-29 17:45:48.908812,0.027957020446519466,0.17230478848122344,0.08374285714285715,12.25,0.0061027058567245844,0.00016098388707455082
2025-11-29 17:46:19.152673,0.027496347445026537,0.17253945434616605,0.08234285714285715,12.25,0.01250856179757323,4.198728325247985e-05
2025-11-29 17:46:49.358137,0.027399781710270153,0.1728245543980447,0.08428571428571428,12.25,0.007713445163491299,8.632984135407482e-05
2025-11-29 17:47:19.597913,0.026747307071244075,0.17305726165378593,0.08217142857142858,12.25,0.03020371524792802,0.0003985568721344337
2025-11-29 17:47:49.785009,0.026843534058051118,0.17329480422599314,0.08494285714285714,12.25,0.00998189381300154,0.0005278387354501783
2025-11-29 17:48:20.002355,0.02687528140003952,0.17319136517754424,0.08591428571428572,12.25,0.003975177219049959,0.000598462225402402
2025-11-29 17:48:50.273763,0.026743003994013463,0.17334352462987795,0.08345714285714287,12.25,0.004451605345686187,0.0002359833910224244
2025-11-29 17:49:20.454676,0.026608394068193455,0.17339328554490102,0.08404285714285714,12.25,0.00698020963270032,5.855450661106844e-05
2025-11-29 17:49:50.671277,0.026468512533740024,0.1731791238700355,0.08335714285714285,12.25,0.010806180203997356,8.150881751661207e-05
