timestamp,cpu_usage_avg,memory_usage_avg,network_latency_avg,pods_per_node_avg,cpu_imbalance,memory_imbalance
2025-11-29 17:33:20.821137,0.02695399717958466,0.1732929068233293,0.08297142857142857,12.25,0.008409120224144922,0.00013396749300454008
2025-11-29 17:33:51.069260,0.026948043431635826,0.17315788520150782,0.08614285714285715,12.25,0.017937951138244403,0.00014939806192897139
2025-11-29 17:34:21.256170,0.027173257091486925,0.17339004159841118,0.08637142857142857,12.25,0.004089381674852934,6.536560193519129e-05
2025-11-29 17:34:51.449370,0.026721843437575395,0.17345137054902998,0.08341428571428572,12.25,0.00821533938030871,0.00037082169562523235
2025-11-29 17:35:21.704563,0.027015174147790262,0.17334958407709478,0.08327142857142857,12.25,0.021734418646237662,6.719828377293507e-05
2025-11-29 17:35:51.923958,0.027570756839994423,0.17373916368856057,0.08274285714285715,12.25,0.02516588015146638,0.00020468535044712807
2025-11-29 17:36:22.112110,0.027838627085044577,0.17372337240187427,0.08027142857142856,12.25,0.007892141583192415,7.674675026827563e-05
2025-11-29 17:36:52.327582,0.027694771652030638,0.1733377100088113,0.08274285714285713,12.25,0.00900448713949998,6.0314345717767726e-05
2025-11-29 17:37:22.555470,0.02706742984246748,0.17320660560539264,0.08212857142857144,12.25,0.005956374482157608,0.00013934688231428318
2025-11-29 17:37:52.769745,0.026420576509113156,0.173244920897895,0.08292857142857142,12.25,0.008409361335469483,0.00018683350475527216
